96																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
77		11	二	44	25	18	14	16	23	14	16	18	23	25	44	41
78		14	五	19	29	37	46	45	36	19	29	36	37	45	46	18
79		18	二	45	41	11	36	34	23	11	23	34	36	41	45	43
80		21	五	3	29	45	10	5	11	3	5	10	11	29	45	25
81		25	二	39	46	19	25	40	27	19	25	27	39	40	46	6
82		28	五	27	7	37	20	1	2	1	2	7	20	27	37	19
83	10	2	二	8	47	42	16	33	2	2	8	16	33	42	47	14
84		5	五	10	42	44	3	47	9	3	9	10	42	44	47	5
85		9	二	13	16	8	23	41	35	8	13	16	23	35	41	21
86		12	五	7	6	4	20	21	12	4	6	7	12	20	21	29
87		16	二	46	1	39	49	24	40	1	24	39	40	46	49	33
88		19	五	18	7	49	32	20	42	7	18	20	32	42	49	24
89		23	二	42	20	43	9	13	6	6	9	13	20	42	43	21
90		26	五	10	41	23	46	8	33	8	10	23	33	41	46	48
91		30	二	28	47	9	3	39	32	3	9	28	32	39	47	7
92	11	2	五	5	32	41	18	16	47	5	16	18	32	41	47	2
93		6	二	26	2	5	38	39	29	2	5	26	29	38	39	7
94		9	五	48	12	15	14	22	4	4	12	14	15	22	48	28
95		13	二	7	36	35	42	43	21	7	21	35	36	42	43	10
96		16	五	23	7	30	38	49	11	7	11	23	30	38	49	45
97		20	二	4	31	34	44	36	40	4	31	34	36	40	44	20
98		23	五	7	43	37	20	34	21	7	20	21	34	37	43	5
99		27	二	27	36	43	44	41	33	27	33	36	41	43	44	31
100		30	五	20	14	45	29	27	5	5	14	20	27	29	45	7
101	12	4	二	3	12	6	20	17	16	3	6	12	16	17	20	14
102		7	五	11	33	36	29	20	34	11	20	29	33	34	36	18
103		11	二	7	15	47	21	27	12	7	12	15	21	27	47	48
104		14	五	14	6	9	38	19	49	6	9	14	19	38	49	20
105		18	二	15	11	33	8	5	37	5	8	11	15	33	37	3
106		21	五	49	21	41	5	19	34	5	19	21	34	41	49	42
107		25	二	27	7	28	32	26	30	7	26	27	28	30	32	44
108		28	五	35	44	23	11	7	19	7	11	19	23	35	44	33
																
108																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
1	1	1	二	42	25	18	24	23	39	18	23	24	25	39	42	48
2		4	五	47	8	20	48	7	6	6	7	8	20	47	48	30
3		8	二	39	19	43	21	28	4	4	19	21	28	39	43	18
4		11	五	42	22	31	20	34	13	13	20	22	31	34	42	9
5		15	二	12	40	38	20	41	30	12	20	30	38	40	41	10
6		18	五	30	10	4	45	39	5	4	5	10	30	39	45	14
7		22	二	20	36	2	42	37	46	2	20	36	37	42	46	29
8		25	五	10	45	15	14	20	3	3	10	14	15	20	45	2
9		29	二	14	30	24	48	20	44	14	20	24	30	44	48	31
10	2	1	五	21	41	32	10	17	20	10	17	20	21	32	41	34
11		2	六	22	46	49	35	7	2	2	7	22	35	46	49	41
12		3	日	12	37	36	28	40	24	12	24	28	36	37	40	6
13		4	一	24	34	6	32	36	8	6	8	24	32	34	36	49
14		5	二	18	45	13	34	30	49	13	18	30	34	45	49	33
15		6	三	17	29	32	23	39	28	17	23	28	29	32	39	12
16		7	四	40	21	7	33	29	41	7	21	29	33	40	41	8
17		8	五	42	14	36	13	32	8	8	13	14	32	36	42	5
18		9	六	18	30	19	6	8	20	6	8	18	19	20	30	22
19		10	日	47	14	22	8	5	19	5	8	14	19	22	47	24
20		12	二	16	45	30	19	11	29	11	16	19	29	30	45	1
21		15	五	40	1	46	44	3	48	1	3	40	44	46	48	2
22		19	二	43	24	4	3	1	32	1	3	4	24	32	43	37
23		22	五	48	43	22	20	45	6	6	20	22	43	45	48	11
24		26	二	34	38	42	17	22	6	6	17	22	34	38	42	20
25	3	1	五	27	8	45	40	14	1	1	8	14	27	40	45	34
26		5	二	13	42	12	43	16	21	12	13	16	21	42	43	39
27		8	五	31	3	48	11	15	25	3	11	15	25	31	48	36
28		12	二	5	22	7	37	40	45	5	7	22	37	40	45	12
29		15	五	5	12	28	20	36	10	5	10	12	20	28	36	15
30		19	二	7	16	48	36	17	47	7	16	17	36	47	48	49
31		22	五	37	12	1	47	41	16	1	12	16	37	41	47	36
32		26	二	14	6	24	19	13	38	6	13	14	19	24	38	26
33		29	五	1	12	49	3	29	16	1	3	12	16	29	49	4
34	4	2	二	28	5	40	38	47	41	5	28	38	40	41	47	25
35		5	五	28	38	49	29	43	11	11	28	29	38	41	49	22
36		9	二	45	44	10	36	37	46	10	36	37	44	45	46	48
																
108																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
37	4	12	五	32	26	34	46	45	12	12	26	32	34	45	46	14
38		16	二	1	41	23	14	36	39	1	14	23	36	39	41	4
39		19	五	29	24	11	45	4	32	4	11	24	29	32	45	49
40		23	二	30	14	8	16	18	35	8	14	16	18	30	35	36
41		26	五	37	29	8	24	48	44	8	24	29	37	44	48	6
42		30	二	24	49	47	1	19	4	1	4	19	24	47	49	36
43	5	3	五	6	7	19	32	31	40	6	7	19	31	32	40	15
44		7	二	35	29	2	23	14	43	2	14	23	29	35	43	22
45		10	五	37	27	31	33	11	17	11	17	27	31	33	37	12
46		14	二	40	15	9	28	27	43	9	15	27	28	40	43	45
47		17	五	45	12	23	2	21	7	2	7	12	21	23	45	10
48		21	二	46	18	7	41	32	10	7	10	18	32	41	46	42
49		24	五	19	21	29	39	12	13	12	13	19	21	29	39	41
50		28	二	3	22	40	11	38	36	3	11	22	36	38	40	7
51		31	五	21	8	15	36	31	46	8	15	21	31	36	46	18
52	6	4	二	23	5	6	48	19	43	5	6	19	23	43	48	7
53		7	五	38	18	22	27	30	26	18	22	26	27	30	38	45
54		11	二	40	39	42	32	31	6	6	31	32	39	40	42	28
55		14	五	10	37	12	24	22	6	6	10	12	22	24	37	3
56		18	二	16	29	5	45	27	33	5	16	27	29	33	45	28
57		21	五	30	31	32	12	26	7	7	12	26	30	31	32	13
58		25	二	38	31	36	8	45	20	8	20	31	36	38	45	33
59		28	五	33	26	9	13	15	31	9	13	15	26	31	33	10
60	7	2	二	2	39	33	42	4	11	2	4	11	33	39	42	19
61		5	五	32	46	33	11	38	17	11	17	32	33	38	46	15
62		9	二	41	37	20	34	17	11	11	17	20	34	37	41	6
63		12	五	19	37	47	18	14	12	12	14	18	19	37	47	30
64		16	二	37	31	30	15	48	39	15	30	31	37	39	48	8
65		19	五	12	33	39	26	17	35	12	17	26	33	35	39	10
66		23	二	12	14	37	42	47	35	12	14	35	37	42	47	6
67		26	五	48	36	4	41	40	11	4	11	36	40	41	48	49
68		30	二	35	12	21	33	4	24	4	12	21	24	33	35	42
69	8	2	五	48	49	46	34	5	42	5	34	42	46	48	49	14
70		6	二	20	10	49	37	38	1	1	10	20	37	38	49	31
71		9	五	4	18	26	13	48	41	4	13	18	26	41	48	33
72		13	二	32	5	41	25	21	36	5	21	25	32	36	41	33
																
108																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
73	8	16	五	31	45	8	7	33	41	7	8	31	33	41	45	39
74		20	二	19	35	42	16	1	27	1	16	19	27	35	42	41
75		23	五	42	5	17	43	21	19	5	17	19	21	42	43	16
76		27	二	8	4	1	45	10	47	1	4	8	10	45	47	41
77		30	五	42	6	26	44	48	35	6	26	35	42	44	48	7
78	9	3	二	32	25	11	13	33	48	11	13	25	32	33	48	31
79		6	五	43	14	20	19	26	2	2	14	19	20	26	43	23
80		10	二	12	17	20	38	29	3	3	12	17	20	29	38	47
81		13	五	15	7	37	27	2	39	2	7	15	27	37	39	43
82		17	二	41	40	48	29	12	18	12	18	29	40	41	48	24
83		20	五	8	31	24	34	23	17	8	17	23	24	31	34	25
84		24	二	39	18	20	22	16	2	2	16	18	20	22	39	21
85		27	五	37	10	21	26	35	25	10	21	25	26	35	37	4
86	10	1	二	2	20	15	49	12	9	2	9	12	15	20	49	40
87		4	五	48	23	33	10	21	42	10	21	23	33	42	48	41
88		8	二	18	34	21	13	26	7	7	13	18	21	26	34	8
89		11	五	7	37	21	17	12	30	7	12	17	21	30	37	49
90		15	二	13	21	38	28	37	35	13	21	28	35	37	38	33
91		18	五	36	40	39	32	23	3	3	23	32	36	39	40	49
92		22	二	22	23	17	32	6	42	6	17	22	23	32	42	13
93		25	五	3	26	8	36	14	16	3	8	14	16	26	36	41
94		29	二	10	12	41	36	3	23	3	10	12	23	36	41	18
95	11	1	五	41	42	33	23	15	12	12	15	23	33	41	42	11
96		5	二	22	37	13	42	9	40	9	13	22	37	40	42	26
97		8	五	9	47	3	26	40	1	1	3	9	26	40	47	15
98		12	二	19	27	25	40	1	31	1	19	25	27	31	40	12
99		15	五	44	16	11	3	26	6	3	6	11	16	26	44	31
100		19	二	38	35	5	15	30	47	5	15	30	35	38	47	18
101		22	五	3	23	18	26	24	49	3	18	23	24	26	49	32
102		26	二	19	8	10	15	36	45	8	10	15	19	36	45	37
103		29	五	21	30	10	24	45	35	10	21	24	30	35	45	22
104	12	3	二	9	36	11	5	45	15	5	9	11	15	36	45	27
105		6	五	24	22	16	23	41	18	16	18	22	23	24	41	39
106		10	二	48	41	18	19	8	3	3	8	18	19	41	48	36
107		13	五	12	49	7	26	31	37	7	12	26	31	37	49	17
108		17	二	21	38	27	49	31	9	9	21	27	31	38	49	3
																
108																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
109	12	20	五	28	16	46	21	22	32	16	21	22	28	32	46	24
110		24	二	18	48	31	45	9	49	9	18	31	45	48	49	22
111		27	五	17	25	18	32	45	43	17	18	25	32	43	45	5
112		31	二	14	38	26	39	47	10	10	14	26	38	39	47	8
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
109																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
1	1	3	五	18	16	29	19	30	47	16	18	19	29	30	47	10
2		7	二	1	38	16	15	5	8	1	5	8	15	16	38	7
3		10	五	38	4	12	33	17	7	4	7	12	17	33	38	11
4		14	二	7	38	34	37	47	20	7	20	34	37	38	47	18
5		17	五	20	45	7	42	9	44	7	9	20	42	44	45	8
6		21	二	30	38	17	48	44	22	17	22	30	38	44	48	36
7		23	四	13	48	18	30	44	23	13	18	23	30	44	48	37
8		24	五	21	18	7	44	13	38	7	13	18	21	38	44	3
9		25	六	5	16	45	13	41	31	5	13	16	31	41	45	9
10		26	日	3	29	28	35	41	47	3	28	29	35	41	47	48
11		27	一	9	33	45	12	23	39	9	12	23	33	39	45	24
12		28	二	20	28	3	38	13	2	2	3	13	20	28	38	40
13		29	三	14	15	1	4	9	49	1	4	9	14	15	49	32
14		30	四	46	35	24	49	41	6	6	24	35	41	46	49	9
15		31	五	16	19	49	32	28	14	14	16	19	28	32	49	1
16	2	1	六	26	20	34	12	10	2	2	10	12	20	26	34	28
17		2	日	17	16	3	33	37	30	3	16	17	30	33	37	29
18		4	二	28	3	23	48	37	27	3	23	27	28	37	48	8
19		7	五	19	42	5	15	22	30	5	15	19	22	30	42	31
20		11	二	22	43	9	37	46	23	9	22	23	37	43	46	38
21		14	五	33	13	36	35	23	7	7	13	23	33	35	36	9
22		18	二	13	31	42	4	37	35	4	13	31	35	37	42	49
23		21	五	13	15	34	39	35	27	13	15	27	34	35	39	31
24		25	二	2	48	47	8	1	44	1	2	8	44	47	48	9
25		28	五	2	18	9	48	46	27	2	9	18	27	46	48	25
26	3	3	二	8	28	17	11	40	10	8	10	11	17	28	42	40
27		6	五	16	13	15	30	8	12	8	12	13	15	16	30	45
28		10	二	1	12	34	37	4	25	1	4	12	25	34	37	42
29		13	五	14	33	34	22	49	32	14	22	32	33	34	49	31
30		17	二	17	29	28	10	47	43	10	17	28	29	43	47	4
31		20	五	13	43	1	8	48	46	1	8	13	43	46	48	29
32		24	二	45	12	10	29	41	16	10	12	16	29	41	45	1
33		27	五	49	8	23	2	16	10	2	8	10	16	23	49	41
34		31	二	49	6	26	21	36	34	6	21	26	34	36	49	23
35	4	3	五	2	45	32	43	47	17	2	17	32	43	45	47	34
36		7	二	4	27	44	12	18	7	4	7	12	18	27	44	23
																
109																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
37	4	10	五	13	47	33	48	41	49	13	33	41	47	48	49	1
38		14	二	19	26	33	45	17	21	17	19	21	26	33	45	12
39		17	五	33	31	1	21	44	42	1	21	31	33	42	44	22
40		21	二	29	47	1	2	45	33	1	2	29	33	45	47	39
41		24	五	39	7	14	17	15	10	7	10	14	15	17	39	45
42		28	二	48	29	16	39	43	36	16	29	36	39	43	48	42
43	5	1	五	18	49	34	48	5	25	5	18	25	34	48	49	45
44		5	二	24	19	49	43	36	17	17	19	24	36	43	49	26
45		8	五	9	8	24	10	27	31	8	9	10	24	27	31	33
46		12	二	35	1	8	36	5	11	1	5	8	11	35	36	26
47		15	五	45	40	31	6	11	42	6	11	31	40	42	45	43
48		19	二	40	27	33	43	44	32	27	32	33	40	43	44	37
49		22	五	13	3	46	7	10	39	3	7	10	13	39	46	29
50		26	二	29	25	38	1	33	5	1	5	25	29	33	38	19
51		29	五	31	49	45	40	39	35	31	35	39	40	45	49	41
52	6	2	二	1	6	22	33	48	25	1	6	22	25	33	48	19
53		5	五	3	26	8	49	5	24	3	5	8	24	26	49	19
54		9	二	28	35	47	17	36	8	8	17	28	35	36	47	41
55		12	五	48	33	28	1	30	6	1	6	28	30	33	48	27
56		16	二	46	13	6	20	23	29	6	13	20	23	29	46	42
57		19	五	25	1	16	46	15	43	1	15	16	25	43	46	6
58		23	二	16	45	27	1	22	2	1	2	16	22	27	45	13
59		26	五	10	41	37	12	16	40	10	12	16	37	40	41	5
60		30	二	31	29	49	43	46	26	26	29	31	43	46	49	6
61	7	3	五	24	40	20	19	13	45	13	19	20	24	40	45	33
62		7	二	46	4	44	34	22	17	4	17	22	34	44	46	13
63		10	五	5	4	22	48	27	46	4	5	22	27	46	49	41
64		14	二	49	29	32	10	4	24	4	10	24	29	32	49	43
65		17	五	30	25	15	5	41	6	5	6	15	25	30	41	29
66		21	二	25	36	3	33	16	31	3	16	25	31	33	36	14
67		24	五	37	21	35	20	2	24	2	20	21	24	35	37	9
68		28	二	35	8	23	22	29	10	8	10	22	23	29	35	2
69		31	五	45	19	18	16	33	17	16	17	18	19	33	45	25
70	8	4	二	31	1	11	33	5	19	1	5	11	19	31	33	6
71		7	五	19	45	44	9	6	40	6	9	19	40	44	45	1
72		11	二	47	44	42	8	40	12	8	12	40	42	44	47	5
																
109																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
73	8	14	五	33	31	25	16	24	20	16	20	24	25	31	33	37
74		18	二	47	22	30	43	4	45	4	22	30	43	45	47	15
75		21	五	5	40	45	14	46	44	5	14	40	44	45	46	32
76		25	二	46	2	23	48	28	35	2	23	28	35	46	48	33
77		28	五	23	13	36	14	19	22	13	14	19	22	23	36	24
78	9	1	二	8	6	43	38	2	1	1	2	6	8	38	43	24
79		4	五	13	39	2	43	9	11	2	9	11	13	39	43	35
80		8	二	26	2	20	1	48	9	1	2	9	20	26	48	36
81		11	五	29	39	26	1	49	48	1	26	29	39	48	49	9
82		15	二	29	32	48	7	37	16	7	16	29	32	37	48	21
83		18	五	29	32	44	43	30	3	3	29	30	32	43	44	35
84		22	二	4	5	24	8	3	29	3	4	5	8	24	39	7
85		25	五	10	39	48	36	31	35	10	31	35	36	39	48	27
86		29	二	33	7	42	47	8	1	1	7	8	33	42	47	31
87	10	2	五	16	11	24	26	15	18	11	15	16	18	24	26	46
88		6	二	23	4	22	5	30	40	4	5	22	23	34	40	37
89		9	五	47	42	25	19	2	7	2	7	19	25	42	47	6
90		13	二	27	15	39	1	3	41	1	3	15	27	39	41	20
91		16	五	7	44	28	25	47	33	7	25	28	33	44	47	19
92		20	二	5	28	39	17	18	30	5	17	18	28	30	39	13
93		23	五	35	3	20	25	9	26	3	9	20	25	26	35	39
94		27	二	2	9	30	28	32	19	2	9	19	28	30	32	35
95		30	五	6	13	10	45	19	40	6	10	13	19	40	45	7
96	11	3	二	32	11	15	6	30	44	6	11	15	30	32	44	29
97		6	五	9	39	44	25	46	5	5	9	25	39	44	46	2
98		10	二	28	29	17	5	21	19	5	17	19	21	28	29	43
99		13	五	12	29	9	15	7	25	7	9	12	15	25	29	47
100		17	二	20	18	6	38	14	41	6	14	18	20	38	41	29
101		20	五	35	27	29	16	37	48	16	27	29	35	37	48	31
102		24	二	45	29	36	5	38	44	5	29	36	38	44	45	23
103		27	五	35	30	26	19	1	48	1	19	26	30	35	48	11
104	12	1	二	37	4	49	44	29	22	4	22	29	37	44	49	30
105		4	五	13	2	27	30	44	41	2	13	27	30	41	44	40
106		8	二	15	2	31	4	10	45	2	4	10	15	31	45	17
107		11	五	37	36	42	43	17	8	8	17	36	37	42	43	34
108		15	二	21	48	2	6	43	17	2	6	17	21	43	48	41
																
109																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
109	12	18	五	30	26	2	24	41	11	2	11	24	26	30	41	1
110		22	二	31	22	20	30	45	25	20	22	25	30	31	45	2
111		25	五	30	29	5	6	1	19	1	5	6	19	29	30	39
112		29	二	33	34	10	39	14	35	10	14	33	34	35	39	40
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
110																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
1	1	1	五	37	46	41	5	49	42	5	37	41	42	46	49	18
2		5	二	17	8	43	20	13	48	8	13	17	20	43	48	38
3		8	五	4	43	26	47	18	24	4	18	24	26	43	47	33
4		12	二	28	10	1	20	44	37	1	10	20	28	37	44	33
5		15	五	44	4	8	3	11	42	3	4	8	11	42	44	21
6		19	二	29	31	15	33	47	41	15	29	31	33	41	47	37
7		22	五	45	30	7	34	46	36	7	30	34	36	45	46	43
8		26	二	8	20	23	43	46	37	8	20	23	37	43	46	44
9		29	五	40	22	14	31	30	39	14	22	30	31	39	40	49
10	2	2	二	47	38	14	34	35	43	14	34	35	38	43	47	40
11		5	五	9	19	5	33	35	31	5	9	19	31	33	35	32
12		9	二	43	12	6	27	1	3	1	3	6	12	27	43	2
13		10	三	3	42	41	18	34	24	3	18	24	34	41	42	37
14		11	四	18	7	41	47	17	26	7	17	18	26	41	47	39
15		12	五	6	10	48	44	12	5	5	6	10	12	44	48	36
16		13	六	43	40	13	30	46	37	13	30	37	40	43	46	5
17		14	日	17	45	16	38	12	1	1	12	16	17	38	45	32
18		15	一	40	10	8	33	4	18	4	8	10	18	33	40	2
19		16	二	46	9	37	11	12	1	1	9	11	12	37	46	43
20		17	三	26	49	13	24	45	2	2	13	24	26	45	49	10
21		18	四	9	3	48	1	42	41	1	3	9	41	42	48	27
22		19	五	45	28	2	36	40	31	2	28	31	36	40	45	24
23		20	六	10	6	47	26	11	1	1	6	10	11	26	47	22
24		21	日	18	32	25	27	39	9	9	18	25	27	32	39	40
25		23	二	20	6	18	42	1	19	1	6	18	19	20	42	43
26		26	五	23	42	13	22	39	4	4	13	22	23	39	42	26
27	3	2	二	30	27	11	24	7	5	5	7	11	24	27	30	12
28		5	五	29	38	6	8	48	14	6	8	14	29	38	48	35
29		9	二	8	36	9	13	29	46	8	9	13	29	36	46	23
30		12	五	8	26	46	21	33	30	8	21	26	30	33	46	45
31		16	二	30	19	43	24	22	8	8	19	22	24	30	43	13
32		19	五	19	38	7	48	28	35	7	19	28	35	38	48	8
33		23	二	49	28	45	2	15	43	2	15	28	43	45	49	35
34		26	五	15	37	30	21	24	38	15	21	24	30	37	38	34
35		30	二	22	17	23	31	25	33	17	22	23	25	31	33	3
36	4	2	五	21	42	25	40	30	17	17	21	25	30	40	42	26
																
110																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
37	4	6	二	22	1	38	28	34	26	1	22	26	28	34	38	35
38		9	五	18	6	35	9	29	25	6	9	18	25	29	35	46
39		13	二	35	11	31	25	42	32	11	25	31	32	35	42	41
40		16	五	21	46	33	10	16	7	7	10	16	21	33	46	2
41		20	二	5	15	9	7	26	24	5	7	9	15	24	26	13
42		23	五	37	20	23	46	18	32	18	20	23	32	37	46	39
43		27	二	20	8	23	39	34	5	5	8	20	23	34	39	31
44		30	五	47	22	4	46	42	14	4	14	22	42	46	47	21
45	5	4	二	27	19	37	15	17	5	5	15	17	19	27	37	42
46		7	五	26	12	36	35	22	49	12	22	26	35	36	49	32
47		11	二	35	7	42	5	27	9	5	7	9	27	35	42	19
48		14	五	14	48	43	30	2	13	2	13	14	30	43	48	17
49		18	二	11	43	18	35	15	16	11	15	16	18	35	43	46
50		21	五	29	2	25	27	4	26	2	4	25	26	27	29	41
51		25	二	44	48	38	46	31	15	15	31	38	44	46	48	21
52		28	五	46	43	4	23	18	12	4	12	18	23	43	46	7
53	6	1	二	26	41	9	1	2	35	1	2	9	26	35	41	46
54		4	五	28	32	24	41	7	8	7	8	24	28	32	41	10
55		8	二	36	6	38	26	4	47	4	6	26	36	38	47	43
56		11	五	7	27	44	23	9	16	7	9	16	23	27	44	46
57		15	二	9	11	34	45	41	23	9	11	23	34	41	45	49
58		18	五	18	43	22	41	2	25	2	18	22	25	41	43	14
59		22	二	45	43	27	17	48	14	14	17	27	43	45	48	41
60		25	五	4	37	1	38	41	9	1	4	9	37	38	41	40
61		29	二	23	38	25	1	30	45	1	23	25	30	38	45	14
62	7	2	五	29	4	25	9	11	27	4	9	11	25	27	29	22
63		6	二	42	25	44	19	32	13	13	19	25	32	42	44	2
64		9	五	29	3	13	27	26	24	3	13	24	26	27	29	9
65		13	二	33	9	14	48	17	23	9	14	17	23	33	48	4
66		16	五	39	16	19	13	17	44	13	16	17	19	39	44	42
67		20	二	32	8	49	1	44	41	1	8	32	41	44	49	23
68		23	五	38	31	7	15	24	23	7	15	23	24	31	38	9
69		27	二	3	46	43	42	30	28	3	28	30	42	43	46	15
70		30	五	2	46	43	29	19	15	2	15	19	29	43	46	23
71	8	3	二	27	17	30	42	38	44	17	27	30	38	42	44	24
72		6	五	39	32	3	29	4	15	3	4	15	29	32	39	38
																
110																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
73	8	10	二	16	1	3	17	24	25	1	3	16	17	24	25	46
74		13	五	19	5	41	33	6	24	5	6	19	24	33	41	3
75		17	二	33	11	29	41	2	44	2	11	29	33	41	44	40
76		20	五	3	6	18	11	13	37	3	6	11	13	18	37	46
77		24	二	36	1	41	17	40	5	1	5	17	36	40	41	38
78		27	五	16	8	43	35	11	32	8	11	16	32	35	43	41
79		31	二	43	23	49	7	14	47	7	14	23	43	47	49	48
80	9	3	五	18	21	24	32	41	1	1	18	21	24	32	41	12
81		7	二	27	48	45	4	20	26	4	20	26	27	45	48	37
82		10	五	28	1	16	41	5	15	1	5	15	16	28	41	44
83		14	二	13	18	40	41	9	22	9	13	18	22	40	41	49
84		17	五	35	18	12	45	37	7	7	12	18	35	37	45	44
85		21	二	34	28	31	2	16	13	2	13	16	28	31	34	21
86		24	五	4	10	39	42	21	30	4	10	21	30	39	42	22
87		28	二	27	36	24	47	23	49	23	24	27	36	47	49	40
88	10	1	五	49	22	2	9	16	41	2	9	16	22	41	49	7
89		5	二	46	23	47	3	11	1	1	3	11	23	46	47	45
90		8	五	18	19	37	44	34	20	18	19	20	34	37	44	10
91		12	二	26	28	31	14	1	6	1	6	14	26	28	31	30
92		15	五	37	2	26	21	25	12	2	12	21	25	26	37	10
93		19	二	39	21	35	26	47	20	20	21	26	35	39	47	16
94		22	五	25	13	46	27	38	8	8	13	25	27	38	46	12
95		26	二	26	49	21	18	47	14	14	18	21	26	47	49	30
96		29	五	42	2	17	36	9	28	2	9	17	28	36	42	46
97	11	2	二	17	1	12	43	37	21	1	12	17	21	37	43	47
98		5	五	16	40	26	44	30	18	16	18	26	30	40	44	13
99		9	二	9	14	20	42	39	26	9	14	20	26	39	42	5
100		12	五	25	37	2	47	3	27	2	3	25	27	37	47	26
101		16	二	23	34	6	44	43	41	6	23	34	41	43	44	38
102		19	五	16	36	17	15	23	13	13	15	16	17	23	36	29
103		23	二	13	32	7	37	33	6	6	7	13	32	33	37	42
104		26	五	15	30	10	21	16	22	10	15	16	21	22	30	14
105		30	二	9	26	10	31	49	40	9	10	26	31	40	49	8
106	12	3	五	41	35	8	14	36	13	8	13	14	35	36	41	5
107		7	二	43	44	21	30	19	48	19	21	30	43	44	48	8
108		10	五	24	27	40	3	15	21	3	15	21	24	27	40	13
																
110																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
109	12	14	二	30	14	7	21	36	27	7	14	21	27	30	36	43
110		17	五	35	11	2	40	37	30	2	11	30	35	37	40	13
111		21	二	27	44	31	48	5	4	4	5	27	31	44	48	33
112		24	五	19	27	11	2	44	7	2	7	11	19	27	44	22
113		28	二	11	1	2	21	8	45	1	2	8	11	21	45	16
114		31	五	14	34	5	37	9	28	5	9	14	28	34	37	35
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
111																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
1	1	4	二	7	4	19	43	3	22	3	4	7	19	22	43	36
2		7	五	31	15	6	39	9	38	6	9	15	31	38	39	25
3		11	二	49	36	17	13	10	11	10	11	13	17	36	49	41
4		14	五	24	5	26	35	14	12	5	13	14	24	26	35	39
5		18	二	19	48	33	35	22	38	19	22	33	35	38	48	11
6		21	五	15	42	27	37	26	34	15	26	27	34	37	42	47
7		25	二	15	10	35	27	2	9	2	9	10	15	27	35	44
8		28	五	12	44	36	41	7	42	7	12	36	41	42	44	29
9		29	六	1	23	34	2	20	26	1	2	20	23	26	34	19
10		30	日	23	15	8	20	22	3	3	8	15	20	22	23	36
11		31	一	14	33	43	44	32	4	4	14	32	33	43	44	49
12	2	1	二	25	45	47	8	44	34	8	25	34	44	45	47	24
13		2	三	6	33	11	18	23	41	6	11	18	23	33	41	39
14		3	四	22	9	34	5	36	18	5	9	18	22	34	36	11
15		4	五	18	29	1	38	21	36	1	18	21	29	36	38	16
16		5	六	41	49	4	36	2	13	2	4	13	36	41	49	16
17		6	日	29	34	12	42	38	24	12	24	29	34	38	42	33
18		7	一	32	45	18	3	23	40	3	18	23	32	40	45	38
19		8	二	23	33	38	49	29	5	5	23	29	33	38	49	24
20		9	三	11	35	2	45	7	18	2	7	11	18	35	45	25
21		10	四	41	25	27	44	22	1	1	22	25	27	41	44	3
22		11	五	46	44	24	30	23	42	23	24	30	42	44	46	48
23		15	二	18	42	26	40	23	27	18	23	26	27	40	42	3
24		18	五	47	36	48	16	39	20	16	20	36	39	47	48	35
25		22	二	22	3	37	21	40	34	3	21	22	34	37	40	5
26		25	五	17	26	18	38	49	21	17	18	21	26	38	49	20
27	3	1	二	7	19	31	24	45	17	7	17	19	24	31	45	38
28		4	五	1	3	31	30	29	18	1	3	18	29	30	31	26
29		8	二	44	19	13	16	14	30	13	14	16	19	30	44	20
30		11	五	4	24	8	15	3	21	3	4	8	15	21	24	29
31		15	二	47	46	1	33	31	37	1	31	33	37	46	47	36
32		18	五	42	44	26	15	2	21	2	15	21	26	42	44	45
33		22	二	49	26	36	21	43	7	7	21	26	36	43	49	16
34		25	五	45	47	49	14	22	17	14	17	22	45	47	49	26
35		29	二	43	16	29	24	27	21	16	21	24	27	29	43	41
36	4	1	五	38	20	11	34	3	10	3	10	11	20	34	38	4
																
111																
期別	月	日	星期	落 球 號 碼						順 序 號 碼						特別號
37	4	5	二	27	33	24	31	8	15	8	15	24	27	31	33	13
38		8	五	29	10	44	15	31	19	10	15	19	29	31	44	23
39		12	二	18	22	17	40	42	14	14	17	18	22	40	42	37
40		15	五	2	30	9	11	14	15	2	9	11	14	15	30	22
41		19	二	20	18	30	5	41	4	4	5	18	20	30	41	23
